Total_land_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Consumption,dates,month
1096.8883794358198,Philippines,PHL,2011,4.36,11.14,18.2,0.59,0.19,34.480000000000004,95570000,3295253600.0000005,January-2011,January
1076.55174273244,Philippines,PHL,2012,4.24,11.63,18.16,0.57,0.18,34.78,97213000,3381068140,January-2012,January
1049.77004771954,Philippines,PHL,2013,4.06,11.91,18.4,0.56,0.17,35.1,98872000,3470407200,January-2013,January
1090.64689363476,Philippines,PHL,2014,4.41,12.56,16.99,0.53,0.09,34.58,100513000,3475739540,January-2014,January
1084.7379670018802,Philippines,PHL,2015,4.33,13.04,17.34,0.53,0.1,35.339999999999996,102113000,3608673419.9999995,January-2015,January
1135.7378609515602,Philippines,PHL,2016,4.55,13.78,18.08,0.54,0.1,37.05,103664000,3840751199.9999995,January-2016,January
1156.8061038457402,Philippines,PHL,2017,4.68,13.87,17.83,0.55,0.1,37.029999999999994,105173000,3894556189.9999995,January-2017,January
2050.66375163512,Poland,POL,1961,9.3,1.66,34.23,0.8,0.65,46.63999999999999,30016000,1399946239.9999998,January-1961,January
2210.4961045979003,Poland,POL,1962,10.4,1.97,33.06,0.75,0.51,46.690000000000005,30389000,1418862410.0000002,January-1962,January
2526.206109437521,Poland,POL,1963,12.59,1.95,30.67,0.66,0.47,46.339999999999996,30736000,1424306240,January-1963,January
2686.43052818652,Poland,POL,1964,13.62,2.03,31.21,0.58,0.51,47.949999999999996,31059000,1489279049.9999998,January-1964,January
2424.8962528493,Poland,POL,1965,11.75,2.17,34.79,0.61,0.36,49.68,31361000,1558014480,January-1965,January
2413.1798788295,Poland,POL,1966,11.62,2.59,35.59,0.6,0.32,50.720000000000006,31641000,1604831520.0000002,January-1966,January
2672.08848171628,Poland,POL,1967,13.18,2.7,35.17,0.64,0.33,52.019999999999996,31902000,1659542039.9999998,January-1967,January
2760.6860481657004,Poland,POL,1968,13.64,2.86,35.43,0.69,0.38,53,32150000,1703950000,January-1968,January
2747.7293990210005,Poland,POL,1969,13.6,3.28,34.88,0.67,0.44,52.870000000000005,32393000,1712617910.0000002,January-1969,January
2833.6515678087408,Poland,POL,1970,14.16,3.45,34.41,0.66,0.44,53.11999999999999,32639000,1733783679.9999998,January-1970,January
2836.1435833526803,Poland,POL,1971,13.95,3.22,38.34,0.64,0.44,56.59,32890000,1861245100,January-1971,January
2670.7607102434204,Poland,POL,1972,12.5,3.95,44.2,0.66,0.47,61.78,33147000,2047821660,January-1972,January
2747.20374114736,Poland,POL,1973,12.83,4.7,46.32,0.63,0.46,64.94,33412000,2169775280,January-1973,January
3022.5154944235405,Poland,POL,1974,14.47,5.01,47.8,0.57,0.47,68.32,33686000,2301427520,January-1974,January
3461.2003128553006,Poland,POL,1975,17.09,6.26,49.48,0.48,0.43,73.74000000000001,33971000,2505021540.0000005,January-1975,January
4213.19365112298,Poland,POL,1976,22.21,7.29,41.35,0.45,0.4,71.7,34266000,2456872200,January-1976,January
4142.3375851226,Poland,POL,1977,21.76,8.55,40.4,0.47,0.5,71.68,34571000,2478049280,January-1977,January
3721.1608300518405,Poland,POL,1978,18.86,9.73,43.75,0.52,0.43,73.29,34886000,2556794940,January-1978,January
3683.4487423364008,Poland,POL,1979,18.42,10.76,45.75,0.55,0.43,75.91000000000001,35209000,2672715190.0000005,January-1979,January
3944.99287742086,Poland,POL,1980,20.16,11.21,44.33,0.49,0.44,76.63,35540000,2723430200,January-1980,January
3312.5814411604206,Poland,POL,1981,16.73,11.64,37.8,0.47,0.29,66.93,35878000,2401314540.0000005,January-1981,January
3122.48471777234,Poland,POL,1982,15.82,5.52,37.91,0.47,0.5,60.22,36222000,2181288840,January-1982,January
3394.5898195100394,Poland,POL,1983,17.54,5.23,37.57,0.45,0.53,61.32000000000001,36556000,2241613920.0000005,January-1983,January
3401.521229922181,Poland,POL,1984,17.6,6.76,34.39,0.56,0.56,59.870000000000005,36864000,2207047680,January-1984,January
3559.35487553024,Poland,POL,1985,18.05,7.03,36.87,0.86,0.63,63.440000000000005,37134000,2355780960,January-1985,January
3827.4450423649,Poland,POL,1986,19.13,7.62,42.08,1.03,0.61,70.47,37360000,2632759200,January-1986,January
3748.1187225727804,Poland,POL,1987,18.85,8.15,43.32,0.76,0.43,71.51,37544000,2684771440,January-1987,January
3837.94454980316,Poland,POL,1988,19.41,8.1,44.95,0.66,0.31,73.43,37697000,2768090710.0000005,January-1988,January
3592.4170256870407,Poland,POL,1989,17.92,8.42,46.49,0.55,0.25,73.63000000000001,37833000,2785643790.0000005,January-1989,January
3628.3302980930603,Poland,POL,1990,18,7.6,46.38,0.71,0.31,73,37960000,2771080000,January-1990,January
3537.82880840876,Poland,POL,1991,17.1,8.18,51.6,0.69,0.4,77.97,38083000,2969331510,January-1991,January
3058.34159014846,Poland,POL,1992,14.12,9.02,52.03,0.68,0.22,76.07000000000001,38198000,2905721860.0000005,January-1992,January
2815.4915322604197,Poland,POL,1993,13,9.35,50.39,0.44,0.22,73.4,38301000,2811293400,January-1993,January
2312.80161223922,Poland,POL,1994,10.35,10.62,47.05,0.21,0.28,68.50999999999999,38389000,2630030389.9999995,January-1994,January
2290.14317643286,Poland,POL,1995,10.22,10.28,48.36,0.14,0.25,69.25,38459000,2663285750,January-1995,January
2343.29856789624,Poland,POL,1996,10.51,10.37,49.35,0.11,0.25,70.59,38510000,2718420900,January-1996,January
2178.70590412184,Poland,POL,1997,9.86,12.52,43.23,0.07,0.15,65.83,38545000,2537417350,January-1997,January
2138.3736591997,Poland,POL,1998,9.4,13.27,46.66,0.03,0.21,69.57,38564000,2682897479.9999995,January-1998,January
2115.85552971406,Poland,POL,1999,9.07,14.03,48.89,0.04,0.3,72.33000000000001,38568000,2789623440.0000005,January-1999,January
1937.58770975686,Poland,POL,2000,8.04,14.51,47.84,0.03,0.29,70.71000000000001,38557000,2726365470.0000005,January-2000,January
1672.22148607966,Poland,POL,2001,6.36,17.04,47.08,0.03,0.23,70.74,38530000,2725612200,January-2001,January
1636.31859044164,Poland,POL,2002,5.96,19.59,48.18,0.03,0.16,73.92,38489000,2845106880,January-2002,January
1756.53499928634,Poland,POL,2003,6.62,18.26,50.02,0.04,0.17,75.11000000000001,38442000,2887378620.0000005,January-2003,January
1638.4700128274599,Poland,POL,2004,6.01,19.32,47.62,0.04,0.17,73.16,38400000,2809344000,January-2004,January
1399.0998232910001,Poland,POL,2005,4.5,20.4,47.82,0.03,0.1,72.85,38369000,2795181650,January-2005,January
1529.6474255503201,Poland,POL,2006,5.12,20.23,50.47,0.04,0.11,75.97,38354000,2913753380,January-2006,January
1447.47772219968,Poland,POL,2007,4.61,19.77,50.88,0.04,0.14,75.44000000000001,38353000,2893350320.0000005,January-2007,January
1395.7747621417402,Poland,POL,2008,4.37,18.55,50.54,0.04,0.09,73.59000000000002,38357000,2822691630.0000005,January-2008,January
1362.896997902,Poland,POL,2009,4.15,21.44,48.73,0.05,0.17,74.53999999999999,38352000,2858758079.9999995,January-2009,January
1150.30910480416,Poland,POL,2010,2.76,21.52,50.23,0.04,0.17,74.72,38330000,2864017600,January-2010,January
1115.35069084466,Poland,POL,2011,2.43,22.44,51.24,0.05,0.13,76.28999999999999,38287000,2920915229.9999995,January-2011,January
1088.37690172582,Poland,POL,2012,2.41,25.75,47.03,0.04,0.12,75.35000000000001,38227000,2880404450.0000005,January-2012,January
1072.73018581826,Poland,POL,2013,2.32,27.41,46.19,0.02,0.14,76.08,38158000,2903060640,January-2013,January
1272.36814524258,Poland,POL,2014,3.22,27.54,50.83,0.03,0.1,81.72,38091000,3112796520,January-2014,January
1199.7955088584401,Poland,POL,2015,2.53,28.23,54.14,0.03,0.08,85.01,38034000,3233270340,January-2015,January
1329.1422401601599,Poland,POL,2016,3.3,28.81,54.07,0.03,0.09,86.30000000000001,37989000,3278450700.0000005,January-2016,January
1341.5974529774999,Poland,POL,2017,3.25,30.3,55.01,0.03,0.1,88.69,37953000,3366051570,January-2017,January
5410.723131324121,Russia,RUS,1992,28.68,9.97,19.57,2.36,0.63,61.21,148268992,9075545000.32,January-1992,January
5135.1644937643,Russia,RUS,1993,26.88,9.78,19.06,2.5,0.59,58.81,148374000,8725874940,January-1993,January
4854.09998597952,Russia,RUS,1994,25.7,10.75,15.72,2.18,0.62,54.97,148348992,8154744090.24,January-1994,January
4294.321434197579,Russia,RUS,1995,22.54,11.56,16.54,1.87,0.61,53.12,148227008,7873818664.96,January-1995,January
4080.9640393008,Russia,RUS,1996,21.6,9.68,16.33,1.63,0.69,49.93,148020992,7390688130.56,January-1996,January
4056.27484806916,Russia,RUS,1997,21.76,11.82,13.1,1.46,0.72,48.86,147730000,7218087800,January-1997,January
3711.5525243830803,Russia,RUS,1998,19.8,10.24,14.71,1.29,1.05,47.089999999999996,147360992,6939229113.28,January-1998,January
3186.4441475646795,Russia,RUS,1999,17.04,6.65,15.49,0.99,0.73,40.9,146916000,6008864400,January-1999,January
2863.63053420088,Russia,RUS,2000,15.1,9.83,13.24,0.97,0.72,39.86,146404992,5835702981.12,January-2000,January
3090.73108130728,Russia,RUS,2001,16.33,14.65,13.03,0.94,0.63,45.58,145831008,6646977344.639999,January-2001,January
3313.4572516101,Russia,RUS,2002,17.49,15.92,14.86,0.96,0.81,50.04,145216000,7266608640,January-2002,January
3384.07196957282,Russia,RUS,2003,17.86,16.16,15.99,0.94,0.8,51.74999999999999,144611008,7483619663.999999,January-2003,January
3335.6993435210397,Russia,RUS,2004,17.57,15.71,14.78,1.02,0.92,50.00000000000001,144080992,7204049600.000001,January-2004,January
3429.97931186892,Russia,RUS,2005,17.98,17.41,14.62,1.11,1,52.12,143672000,7488184640,January-2005,January
3348.5963733738,Russia,RUS,2006,17.17,19.89,16.06,1.2,1.42,55.74000000000001,143403008,7993283665.920001,January-2006,January
3451.7465109814207,Russia,RUS,2007,17.53,22.04,17.92,1.25,1.39,60.13,143266000,8614584580,January-2007,January
3717.0439113555803,Russia,RUS,2008,18.89,22.43,19.99,1.33,2.22,64.86,143248992,9291129621.12,January-2008,January
3474.8047934104,Russia,RUS,2009,17.39,22.82,19.79,1.34,2.41,63.75,143327008,9137096760,January-2009,January
3458.42185854976,Russia,RUS,2010,17.16,22.32,21.82,1.35,2.72,65.37,143479008,9379222752.960001,January-2010,January
3328.52378085674,Russia,RUS,2011,16.24,23.1,22.67,1.38,2.84,66.23,143703008,9517450219.84,January-2011,January
3514.7413223752196,Russia,RUS,2012,17.07,26.66,24.63,1.4,3,72.76,143994000,10477003440,January-2012,January
3518.02801526828,Russia,RUS,2013,16.98,27.5,25.66,1.4,3.28,74.82000000000001,144324992,10798395901.44,January-2013,January
3310.9399991951,Russia,RUS,2014,15.77,28.69,24.15,1.39,3.42,73.42,144664992,10621303712.64,January-2014,January
3079.7292663290405,Russia,RUS,2015,14.33,29.57,24.02,1.38,3.8,73.1,144984992,10598402915.199999,January-2015,January
2975.79042532364,Russia,RUS,2016,13.61,29.29,25.44,1.38,3.96,73.67999999999999,145275008,10703862589.439999,January-2016,January
2984.92033079502,Russia,RUS,2017,13.51,30.98,26.67,1.38,4.06,76.6,145530000,11147598000,January-2017,January
4645.46645963078,"South Africa",ZAF,1961,20.35,1.93,3.07,6.87,0.02,32.24,17525000,565006000,January-1961,January
4500.834049527,"South Africa",ZAF,1962,19.67,2.19,3.06,6.68,0.02,31.62,17966000,568084920,January-1962,January
4514.959205364461,"South Africa",ZAF,1963,19.92,2.37,3.03,6.53,0.02,31.870000000000005,18423000,587141010.0000001,January-1963,January
4506.7819801153,"South Africa",ZAF,1964,19.91,2.67,3.26,6.47,0.01,32.31999999999999,18896000,610718719.9999999,January-1964,January
4610.21448832048,"South Africa",ZAF,1965,19.82,2.96,3.23,7.1,0.01,33.12,19385000,642031200,January-1965,January
4547.9906024475995,"South Africa",ZAF,1966,19.24,3.4,3.06,7.27,0,32.97,19888000,655707360,January-1966,January
4477.278457689,"South Africa",ZAF,1967,18.7,3.82,3.39,7.33,0.01,33.25,20407000,678532750,January-1967,January
4577.565106102281,"South Africa",ZAF,1968,18.24,4.26,3.27,8.27,0.01,34.05,20942000,713075100,January-1968,January
4665.766381064061,"South Africa",ZAF,1969,17.75,4.59,3.58,9.15,0.03,35.1,21496000,754509600,January-1969,January
4315.14914934838,"South Africa",ZAF,1970,16.84,4.76,3.43,8.06,0.06,33.150000000000006,22070000,731620500.0000001,January-1970,January
4315.13788963992,"South Africa",ZAF,1971,16.43,4.81,3.45,8.42,0.05,33.16,22665000,751571399.9999999,January-1971,January
4582.7623399003005,"South Africa",ZAF,1972,17.58,5.45,3.72,8.81,0.05,35.60999999999999,23282000,829072019.9999999,January-1972,January
4319.182656174301,"South Africa",ZAF,1973,18.46,6.34,3.9,6.56,0.07,35.33,23913000,844846290,January-1973,January
4402.3222586449,"South Africa",ZAF,1974,20.3,5.99,3.46,5.42,0.07,35.24,24553000,865247720,January-1974,January
4406.10170800442,"South Africa",ZAF,1975,20.14,6.73,3.34,5.56,0.11,35.88,25195000,903996600.0000001,January-1975,January
4370.47905708974,"South Africa",ZAF,1976,19.67,7.46,3.43,5.75,0.12,36.43,25837000,941241910,January-1976,January
4388.015480082581,"South Africa",ZAF,1977,20.12,7.07,3.31,5.47,0.04,36.01,26481000,953580810,January-1977,January
4434.10046065172,"South Africa",ZAF,1978,20.25,7.3,3.05,5.61,0.07,36.28,27139000,984602920,January-1978,January
4454.90219855414,"South Africa",ZAF,1979,20.31,7.1,3.01,5.68,0.04,36.13999999999999,27827000,1005667779.9999998,January-1979,January
4325.82257056732,"South Africa",ZAF,1980,19.65,7.77,3,5.54,0.08,36.04,28557000,1029194280,January-1980,January
4061.20506047646,"South Africa",ZAF,1981,18.11,8.01,3.19,5.45,0.14,34.9,29333000,1023721700,January-1981,January
4194.381274998661,"South Africa",ZAF,1982,19.01,8.49,3.6,5.33,0.23,36.66,30150000,1105299000,January-1982,January
4056.6627161580195,"South Africa",ZAF,1983,18.29,9.11,3.55,5.2,0.3,36.449999999999996,30994000,1129731299.9999998,January-1983,January
4159.9705998246,"South Africa",ZAF,1984,19.05,9.24,3.41,5.09,0.27,37.06,31842000,1180064520,January-1984,January
4210.192461973219,"South Africa",ZAF,1985,19.43,9.7,3.2,5.02,0.27,37.62,32679000,1229383980,January-1985,January
3749.1295790585004,"South Africa",ZAF,1986,17.55,10.14,3.09,4.18,0.22,35.18,33496000,1178389280,January-1986,January
3937.85127836944,"South Africa",ZAF,1987,18.14,10.59,3.14,4.66,0.16,36.69,34298000,1258393620,January-1987,January
3793.1125335698002,"South Africa",ZAF,1988,17.19,10.75,3.31,4.7,0.25,36.2,35101000,1270656200,January-1988,January
3668.3395173335807,"South Africa",ZAF,1989,16.46,10.69,3.54,4.66,0.25,35.599999999999994,35930000,1279107999.9999998,January-1989,January
3804.275056726401,"South Africa",ZAF,1990,17.19,15.11,3.54,4.58,0.28,40.699999999999996,36801000,1497800699.9999998,January-1990,January
3922.43430105698,"South Africa",ZAF,1991,18.11,13.94,3.01,4.48,0.3,39.83999999999999,37719000,1502724959.9999995,January-1991,January
4090.3439182595203,"South Africa",ZAF,1992,18.96,13.85,3.34,4.62,0.32,41.09,38673000,1589073570.0000002,January-1992,January
3918.71700753146,"South Africa",ZAF,1993,18.45,13.8,3.08,4.16,0.31,39.8,39634000,1577433200,January-1993,January
3585.30577687464,"South Africa",ZAF,1994,16.56,15.25,3.15,3.95,1.29,40.2,40564000,1630672800,January-1994,January
3027.2983069401002,"South Africa",ZAF,1995,13.32,16.32,3.33,3.76,0.66,37.38999999999999,41436000,1549292039.9999998,January-1995,January
2949.5483143385604,"South Africa",ZAF,1996,12.69,16.93,3.19,3.89,0.25,36.949999999999996,42241000,1560804949.9999998,January-1996,January
2962.05812557868,"South Africa",ZAF,1997,12.82,18.3,3.03,3.8,0.23,38.17999999999999,42987000,1641243659.9999998,January-1997,January
2764.3419821241605,"South Africa",ZAF,1998,11.8,16.78,2.87,3.7,0.25,35.400000000000006,43682000,1546342800.0000002,January-1998,January
2824.45790400784,"South Africa",ZAF,1999,11.52,18.2,3.01,4.21,0.29,37.23,44339000,1650740969.9999998,January-1999,January
3316.2934893745405,"South Africa",ZAF,2000,14.01,20.17,2.54,4.62,0.25,41.589999999999996,44968000,1870219119.9999998,January-2000,January
2754.8790733042397,"South Africa",ZAF,2001,11.43,21.04,2.62,3.83,0.16,39.07999999999999,45571000,1780914679.9999995,January-2001,January
2806.2292184935,"South Africa",ZAF,2002,12.23,21.6,2.56,3.38,0.25,40.02,46151000,1846963020.0000002,January-2002,January
2982.69952831966,"South Africa",ZAF,2003,12.99,21.91,3.24,3.61,0.29,42.04,46719000,1964066760,January-2003,January
3111.7617850276397,"South Africa",ZAF,2004,13.7,22.23,3.53,3.65,0.33,43.44,47292000,2054364480,January-2004,January
3285.1467358693008,"South Africa",ZAF,2005,14.74,23.57,3.63,3.61,0.36,45.910000000000004,47881000,2198216710,January-2005,January
3627.60733857796,"South Africa",ZAF,2006,16.54,25.3,3.52,3.81,0.36,49.53000000000001,48489000,2401660170.0000005,January-2006,January
3511.30655120774,"South Africa",ZAF,2007,16.22,27.79,5,3.28,0.51,52.8,49120000,2593536000,January-2007,January
3509.8836272773797,"South Africa",ZAF,2008,15.29,30.49,6.2,3.92,0.65,56.550000000000004,49779000,2815002450,January-2008,January
3472.0015413902,"South Africa",ZAF,2009,15.11,31.27,6.62,3.82,0.66,57.47999999999999,50477000,2901417959.9999995,January-2009,January
3610.9634193109805,"South Africa",ZAF,2010,16.29,33.19,4.42,3.58,0.75,58.23,51217000,2982365910,January-2010,January
3503.7293104799,"South Africa",ZAF,2011,15.83,34.79,4.48,3.34,0.87,59.309999999999995,52004000,3084357239.9999995,January-2011,January
3555.52887984494,"South Africa",ZAF,2012,15.94,35.49,4.59,3.49,0.86,60.37,52833000,3189528210,January-2012,January
4053.58147193852,"South Africa",ZAF,2013,18.03,37.57,4.16,4.28,0.88,64.92,53687000,3485360040,January-2013,January
3789.3135848314005,"South Africa",ZAF,2014,17.34,35.45,4.27,3.54,0.65,61.25,54544000,3340820000,January-2014,January
3834.2966716455194,"South Africa",ZAF,2015,18.02,34.53,4.38,3.21,0.66,60.8,55386000,3367468800,January-2015,January
3845.2875122125597,"South Africa",ZAF,2016,18.04,36.3,4.28,3.19,0.66,62.46999999999999,56208000,3511313759.9999995,January-2016,January
3542.3141092304595,"South Africa",ZAF,2017,16.57,35.69,4.19,2.88,0.68,60.01,57010000,3421170100,January-2017,January
169.45259957102,"South Korea",KOR,1961,0.81,0.64,2.44,0.03,0.19,4.11,26084000,107205240.00000001,January-1961,January
178.96204452672,"South Korea",KOR,1962,0.92,0.6,1.51,0.04,0.17,3.24,26812000,86870880,January-1962,January
220.4113523338,"South Korea",KOR,1963,1.14,0.63,2.13,0.03,0.29,4.22,27518000,116125960,January-1963,January
307.97873020144,"South Korea",KOR,1964,1.67,0.67,2.37,0.02,0.25,4.9799999999999995,28210000,140485800,January-1964,January
265.38095471416,"South Korea",KOR,1965,1.39,0.69,2.68,0.02,0.18,4.959999999999999,28896000,143324159.99999997,January-1965,January
211.32469012006004,"South Korea",KOR,1966,1.02,0.67,3.3,0.02,0.17,5.18,29573000,153188140,January-1966,January
211.40885001793998,"South Korea",KOR,1967,1.08,0.85,2.44,0.01,0.19,4.57,30237000,138183090,January-1967,January
228.75782235936,"South Korea",KOR,1968,1.2,1.14,2.04,0.01,0.18,4.569999999999999,30892000,141176439.99999997,January-1968,January
218.37686136624,"South Korea",KOR,1969,1.1,1.4,2.44,0.01,0.14,5.089999999999999,31544000,160558959.99999997,January-1969,January
238.50907020548,"South Korea",KOR,1970,1.21,1.46,2.61,0.01,0.11,5.3999999999999995,32196000,173858399.99999997,January-1970,January
248.59329037936004,"South Korea",KOR,1971,1.25,1.58,2.52,0.03,0.1,5.4799999999999995,32851000,180023479.99999997,January-1971,January
260.34992570614,"South Korea",KOR,1972,1.22,1.71,2.62,0.11,0.07,5.73,33507000,191995110,January-1972,January
299.15826356376004,"South Korea",KOR,1973,1.43,1.61,2.56,0.14,0.14,5.879999999999999,34154000,200825519.99999997,January-1973,January
344.17282202112,"South Korea",KOR,1974,1.6,1.62,2.61,0.23,0.13,6.19,34781000,215294390,January-1974,January
478.6463603770201,"South Korea",KOR,1975,2.43,1.67,2.61,0.22,0.18,7.1099999999999985,35379000,251544689.99999994,January-1975,January
445.12201009036005,"South Korea",KOR,1976,2.11,1.79,3.08,0.29,0.18,7.45,35942000,267767900,January-1976,January
449.63216265776,"South Korea",KOR,1977,2.01,2.11,3.95,0.34,0.19,8.6,36475000,313685000,January-1977,January
701.9137172591,"South Korea",KOR,1978,3.24,2.34,4.93,0.55,0.22,11.280000000000001,36992000,417269760.00000006,January-1978,January
838.4389828291798,"South Korea",KOR,1979,4.01,2.5,7.7,0.44,0.23,14.88,37511000,558163680,January-1979,January
546.99223725222,"South Korea",KOR,1980,2.55,2.47,7.83,0.15,0.18,13.18,38046000,501446280,January-1980,January
673.6453241357202,"South Korea",KOR,1981,3.4,2.45,6.88,0.14,0.12,12.99,38602000,501439980,January-1981,January
835.9326563435201,"South Korea",KOR,1982,4.35,2.63,7.75,0.12,0.11,14.959999999999999,39175000,586058000,January-1982,January
856.0911424300201,"South Korea",KOR,1983,4.3,3.11,9.39,0.16,0.1,17.060000000000002,39748000,678100880.0000001,January-1983,January
770.4395285214399,"South Korea",KOR,1984,3.76,3,10.75,0.1,0.09,17.7,40296000,713239200,January-1984,January
855.16828334078,"South Korea",KOR,1985,4.18,3.21,10.72,0.18,0.11,18.4,40804000,750793600,January-1985,January
971.3075932628801,"South Korea",KOR,1986,5.07,4.97,7.84,0.12,0.14,18.14,41265000,748547100,January-1986,January
982.5500826914601,"South Korea",KOR,1987,5,5.37,9.01,0.16,0.12,19.660000000000004,41687000,819566420.0000001,January-1987,January
992.6764031813801,"South Korea",KOR,1988,4.83,5.61,9.98,0.3,0.11,20.830000000000002,42087000,876672210.0000001,January-1988,January
1016.9203717373802,"South Korea",KOR,1989,4.91,5.74,11.11,0.29,0.1,22.15,42491000,941175649.9999999,January-1989,January
1168.8952390398001,"South Korea",KOR,1990,5.78,6.32,12.83,0.22,0.11,25.259999999999998,42918000,1084108680,January-1990,January
1442.88235378844,"South Korea",KOR,1991,7.43,7.66,12.84,0.19,0.12,28.240000000000002,43373000,1224853520,January-1991,January
1671.0022454873802,"South Korea",KOR,1992,8.31,8.57,17.15,0.36,0.14,34.53,43848000,1514071440,January-1992,January
1588.42295174666,"South Korea",KOR,1993,7.89,8.94,17.34,0.26,0.13,34.56,44335000,1532217600,January-1993,January
1716.3482227641398,"South Korea",KOR,1994,8.62,9.32,18.22,0.24,0.15,36.55,44820000,1638170999.9999998,January-1994,January
1858.9277081340401,"South Korea",KOR,1995,9.38,9.8,18.73,0.29,0.19,38.38999999999999,45293000,1738798269.9999998,January-1995,January
1978.4347421245802,"South Korea",KOR,1996,10.05,10.51,20.04,0.24,0.21,41.050000000000004,45751000,1878078550.0000002,January-1996,January
2280.5310018698,"South Korea",KOR,1997,11.95,9.85,20.18,0.21,0.2,42.39,46196000,1958248440,January-1997,January
2081.64330533866,"South Korea",KOR,1998,10.86,8.71,19.55,0.18,0.14,39.440000000000005,46621000,1838732240.0000002,January-1998,January
2370.52266110862,"South Korea",KOR,1999,12.36,10.62,22.85,0.15,0.18,46.16,47017000,2170304720,January-1999,January
2502.3850287788405,"South Korea",KOR,2000,13.16,10.76,23.37,0.12,0.17,47.580000000000005,47379000,2254292820.0000005,January-2000,January
1973.7423591127204,"South Korea",KOR,2001,10,11.15,22.18,0.11,0.22,43.66,47706000,2082843959.9999998,January-2001,January
2603.6818495778602,"South Korea",KOR,2002,13.65,11.57,24.79,0.12,0.22,50.349999999999994,48000000,2416799999.9999995,January-2002,January
2657.2288723159,"South Korea",KOR,2003,13.8,11.22,27.71,0.12,0.26,53.11,48261000,2563141710,January-2003,January
1946.64303453466,"South Korea",KOR,2004,9.67,9.91,25.15,0.13,0.24,45.1,48493000,2187034300,January-2004,January
2106.3810181378203,"South Korea",KOR,2005,10.45,12.65,26.35,0.13,0.22,49.800000000000004,48701000,2425309800,January-2005,January
2234.53698210164,"South Korea",KOR,2006,10.98,13.51,29.82,0.12,0.22,54.65,48880000,2671292000,January-2006,January
2305.1701325572203,"South Korea",KOR,2007,11.32,13.25,31.39,0.12,0.22,56.3,49035000,2760670500,January-2007,January
2290.900562827,"South Korea",KOR,2008,11.25,13.15,31.2,0.12,0.2,55.919999999999995,49182000,2750257439.9999995,January-2008,January
2375.3339893595403,"South Korea",KOR,2009,11.8,14,30.3,0.11,0.19,56.4,49347000,2783170800,January-2009,January
2488.58590279128,"South Korea",KOR,2010,12.37,15.28,31.14,0.12,0.22,59.129999999999995,49546000,2929654980,January-2010,January
2861.9331446414803,"South Korea",KOR,2011,14.61,16.34,30.92,0.13,0.2,62.20000000000001,49786000,3096689200.0000005,January-2011,January
2810.0431160978005,"South Korea",KOR,2012,14.16,16.38,32.75,0.14,0.19,63.62,50061000,3184880820,January-2012,January
2867.9629101566798,"South Korea",KOR,2013,14.53,16,32.76,0.14,0.18,63.61,50346000,3202509060,January-2013,January
2758.3833629356004,"South Korea",KOR,2014,13.82,16.17,33.44,0.13,0.16,63.72,50608000,3224741760,January-2014,January
2851.9121971386003,"South Korea",KOR,2015,14.21,16.33,35.94,0.14,0.14,66.75999999999999,50823000,3392943479.9999995,January-2015,January
3012.68916287522,"South Korea",KOR,2016,15.11,16.45,37.13,0.14,0.12,68.95,50983000,3515277850,January-2016,January
3134.56659244946,"South Korea",KOR,2017,15.79,16.7,37.96,0.14,0.11,70.69999999999999,51096000,3612487199.9999995,January-2017,January
1775.2919011949602,Spain,ESP,1961,5.98,2.65,7.96,3.72,1.46,21.77,30730000,668992100,January-1961,January
1897.6461855387001,Spain,ESP,1962,6.72,3.53,8.37,3.67,1.44,23.73,31075000,737409750,January-1962,January
2193.82520062096,Spain,ESP,1963,8.35,5.98,10.23,3.63,1.35,29.540000000000003,31433000,928530820.0000001,January-1963,January
2200.62955354332,Spain,ESP,1964,7.93,6.75,10.02,4.02,1.42,30.14,31792000,958210880,January-1964,January
2214.6828766492804,Spain,ESP,1965,7.91,7.41,9.12,4.14,1.46,30.04,32146000,965665840,January-1965,January
2408.7977190541405,Spain,ESP,1966,8.88,9.57,12.09,4.08,1.3,35.92,32492000,1167112640,January-1966,January
2574.43551041046,Spain,ESP,1967,9.88,10.89,12.78,4,1.33,38.88,32830000,1276430400,January-1967,January
2677.3414529122806,Spain,ESP,1968,10.63,10.75,12.75,3.9,1.33,39.36,33169000,1305531840,January-1968,January
2754.0691149224403,Spain,ESP,1969,11.06,11.61,13.11,3.88,1.37,41.03,33518000,1375243540,January-1969,January
2997.7721378240203,Spain,ESP,1970,12.1,14.74,13.75,4.12,1.44,46.15,33884000,1563746600,January-1970,January
2922.5621835092197,Spain,ESP,1971,11.77,14.08,14.8,3.97,1.41,46.03,34267000,1577310010,January-1971,January
2871.8434530580203,Spain,ESP,1972,11.3,16.27,15.62,3.98,1.43,48.599999999999994,34664000,1684670399.9999998,January-1972,January
3064.1520146969797,Spain,ESP,1973,12.12,17.19,17.69,4.14,1.4,52.54,35069000,1842525260,January-1973,January
3143.46451098732,Spain,ESP,1974,12.08,17.41,19.76,4.47,1.7,55.42,35476000,1966079920,January-1974,January
3139.1686876457197,Spain,ESP,1975,12.44,17.79,18.74,4.17,1.84,54.980000000000004,35879000,1972627420.0000002,January-1975,January
3389.9074816206203,Spain,ESP,1976,13.84,19.37,19.47,4.16,3.08,59.92,36277000,2173717840,January-1976,January
